City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
367,Nagato,JP,80.02,overcast clouds,34.3833,131.2,いそう庵
368,Carutapera,BR,86.02,few clouds,-1.195,-46.02,Lidera
370,Faya,SA,82.51,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
372,Muroto,JP,81.59,overcast clouds,33.2833,134.15,Oota Ryokan
374,Maputo,MZ,74.68,clear sky,-25.9653,32.5892,Pestana Rovuma
379,Kencong,ID,76.51,overcast clouds,-8.2833,113.3667,GUBUK SUGIANTO
382,Ailigandi,PA,83.39,overcast clouds,9.2333,-78.0167,Akwa Reef Lodge
383,Hami,CN,78.15,clear sky,42.8,93.45,Laoyutang Resort
384,Delmenhorst,DE,82.15,clear sky,53.05,8.6167,Hotel-Restaurant Thomsen
387,Kulhudhuffushi,MV,80.87,overcast clouds,6.6221,73.07,Haajy Guest House 1
388,Tura,IN,74.43,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
390,Doka,SD,75.83,overcast clouds,13.5167,35.7667,Um Rakuba Refugee Camp
391,Acajutla,SV,82.6,broken clouds,13.5928,-89.8275,Laureles
392,Manacapuru,BR,91.96,clear sky,-3.2997,-60.6206,Novo Hotel
393,Arenal,CO,84.38,overcast clouds,8.4593,-73.9433,Hotel Azteca
394,Paripiranga,BR,78.06,broken clouds,-10.6875,-37.8617,Rancho N. Senhora De Fátima
396,Mamallapuram,IN,86.05,few clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
398,Domodossola,IT,84.42,broken clouds,46.1165,8.2931,Eurossola
399,Mancio Lima,BR,78.87,scattered clouds,-7.6142,-72.8958,Motel Asas Do Desejo
400,Williamsport,US,78.03,broken clouds,41.2412,-77.0011,Hampton Inn Williamsport-Downtown
403,Jaru,BR,93.2,broken clouds,-10.4389,-62.4664,Hotel Paraná
404,Corinto,GR,86.9,clear sky,37.9407,22.9573,Ephira Hotel
405,Basco,PH,84.38,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
406,Caditaan,PH,80.91,overcast clouds,12.8053,123.8492,Bucal-bucalan Spring Resort
408,Port Shepstone,ZA,74.32,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
411,Westport,US,82.29,few clouds,41.1415,-73.3579,The Westport Inn
412,Harlingen,US,84.88,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
413,The Valley,AI,85.86,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
414,Chirongui,YT,76.93,clear sky,-12.9319,45.1483,La Villa Mahatsara
417,Muncar,ID,75.02,overcast clouds,-8.4333,114.3333,Zaky Homestay
420,Luganville,VU,77.07,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
427,Boueni,YT,76.98,clear sky,-12.9025,45.0761,The feet in water
428,Marsh Harbour,BS,83.89,few clouds,26.5412,-77.0636,Abaco Beach Resort
430,Derzhavinsk,KZ,70.68,overcast clouds,51.1,66.3167,Ooo.khim Baza
431,Hernani,ES,82.81,few clouds,43.2662,-1.9762,Ibiltze
433,Pandan,PH,81.57,overcast clouds,14.0453,124.1694,Bonifacio Lodge
434,Maxixe,MZ,70.43,clear sky,-23.8597,35.3472,Oceano
437,Chiang Klang,TH,75.81,overcast clouds,19.2938,100.8617,Sangthong Resort
438,Nha Trang,VN,78.8,overcast clouds,12.25,109.1833,Hanoi Golden Hotel
439,Vao,NC,74.73,moderate rain,-22.6667,167.4833,Hotel Kou-Bugny
440,Vila Velha,BR,82.35,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
441,Caluquembe,AO,81.68,clear sky,-13.7833,14.6833,Hotel Kalukembe
442,Cayenne,GF,87.84,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
447,Maceio,BR,80.04,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
448,Hasaki,JP,73.8,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
450,Playas,EC,71.6,overcast clouds,-2.6333,-80.3833,Hostal Promenade
453,Hambantota,LK,79.14,scattered clouds,6.1241,81.1185,Bungalow 63
456,Pitiquito,MX,84.88,overcast clouds,30.7,-112.0833,La Víspera
458,Mahon,ES,86.56,few clouds,39.8885,4.2658,ARTIEM Capri
460,Quatre Cocos,MU,71.71,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
463,Porto Velho,BR,84.25,few clouds,-8.7619,-63.9039,Ecos Hotel Conforto
465,Mayo,US,83.95,clear sky,38.8876,-76.5119,Resorts Resource Group International
467,Awjilah,LY,94.73,clear sky,29.1081,21.2869,المنزل
468,Puerto El Triunfo,SV,81.52,broken clouds,13.2833,-88.55,Hotel Jardin
471,Kuala Pilah,MY,76.32,light rain,2.7389,102.2487,Orange Hotel Kuala Pilah
472,Callaway,US,84.94,few clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
474,Korba,IN,78.75,overcast clouds,22.35,82.6833,Hotel Deendayal
475,Gorontalo,ID,75.94,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
478,Haimen,CN,84.09,overcast clouds,23.1935,116.6142,Shantou Chaoyang Donghui Hotel
481,Fethiye,TR,87.67,clear sky,36.6217,29.1164,Club & Hotel Letoonia
482,Mpwapwa,TZ,79.32,clear sky,-6.35,36.4833,THE ROYAL LODGE
483,Kaputa,ZM,86.97,clear sky,-8.4689,29.6619,Chelelwa Charlets
489,Broome,US,76.68,clear sky,42.2506,-75.833,Chenango Valley State Park
490,Tezpur,IN,77.34,overcast clouds,26.6333,92.8,Hotel Kanyapur
492,Manicore,BR,85.95,clear sky,-5.8092,-61.3003,Hotel Durval
495,Fuchu,JP,78.48,overcast clouds,35.6667,139.4833,Hotel Sunlight
496,Pombas,CV,83.98,broken clouds,17.1503,-25.0201,Paul Paradis
497,Callaguip,PH,80.24,overcast clouds,18.0714,120.4867,Pangil Beach Resort
499,Mingshui,CN,71.94,overcast clouds,36.7167,117.5,Grace Inn Zhangqiu Station Avenue Branch
500,Manggar,ID,81.19,overcast clouds,-2.8833,108.2667,Guest Hotel
501,Urumqi,CN,77.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
504,Labuhan,ID,81.28,overcast clouds,-6.8844,112.2051,DoubleFAG
506,Lashio,MM,70.95,overcast clouds,22.9333,97.75,Hotel CF Lashio - Burmese Only
510,Mogadishu,SO,80.47,broken clouds,2.0371,45.3438,Hotel Juba
514,Waingapu,ID,77.88,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
515,Mount Pleasant,US,87.01,few clouds,32.7941,-79.8626,Best Western Patriots Point
520,Kihei,US,80.83,clear sky,20.785,-156.4656,Maui Sunset
522,Sandakan,MY,76.68,scattered clouds,5.8402,118.1179,Hotel Sandakan
523,Yenisehir,TR,77.05,scattered clouds,40.2644,29.6531,Öncü Sosyal Tesisleri
525,Fare,PF,78.31,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
526,Kangly,RU,80.65,overcast clouds,44.2544,43.0308,Dom Otdykha
527,Lasa,IT,76.08,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
531,Vallenar,CL,76.42,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
533,Richmond,US,85.32,broken clouds,37.5538,-77.4603,"Holiday Inn Express Richmond - Downtown, an IHG Hotel"
534,Harper,LR,78.94,scattered clouds,4.375,-7.7169,Screensaver
536,Weilmunster,DE,82.45,overcast clouds,50.4333,8.3667,Wohnmobil-Stellplatz
537,Puerto Maldonado,PE,75.6,clear sky,-12.6,-69.1833,Wasai Hotel
538,Poli,TZ,73.67,scattered clouds,-3.3333,36.8,Urafiki House
543,Zhob,PK,83.26,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
546,Bosaso,SO,89.91,clear sky,11.2842,49.1816,Red Sea Hotel
547,Altus,US,82.98,haze,34.6381,-99.334,"Holiday Inn Express & Suites Altus, an IHG Hotel"
548,Dawlatabad,AF,84.78,clear sky,36.4141,64.9053,WASIM ASGAR KHAN
549,Yulin,CN,77.34,overcast clouds,22.6333,110.15,罗弟天海大厦
552,Vila Franca Do Campo,PT,77.41,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
553,Damoh,IN,78.08,overcast clouds,23.8333,79.45,"Saansad Niwas, Damoh"
554,Pak Phanang,TH,78.82,moderate rain,8.3511,100.202,Green Park Inn Hotel
557,Mana,GF,87.13,broken clouds,5.6592,-53.7767,LE SAMANA
561,Los Llanos De Aridane,ES,72.12,broken clouds,28.6585,-17.9182,Valle Aridane
563,Kilindoni,TZ,75.58,few clouds,-7.9139,39.6668,Bustani B&B
565,San Roque,ES,81.43,clear sky,36.2107,-5.3842,Hotel Guadacorte Park
570,Laguna,US,85.08,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
571,Yanam,IN,81.46,broken clouds,16.7333,82.2167,The Regency Hotel
572,Sattahip,TH,86.99,scattered clouds,12.6664,100.9007,Pob Choke Residences ( พบโชคเรดซิเด้นท์ )
573,Lanxi,CN,74.57,overcast clouds,29.2195,119.477,Shangri-La Hotel
575,Ahuimanu,US,76.75,light rain,21.4447,-157.8378,Paradise Bay Resort
577,Saint-Maximin-La-Sainte-Baume,FR,83.25,few clouds,43.4521,5.8622,Hôtel Le Couvent Royal Saint Maximin
578,Alenquer,BR,94.64,scattered clouds,-1.9417,-54.7383,Detinha Hotel
580,Bintulu,MY,77.41,few clouds,3.1667,113.0333,900 Boutique INN
581,Tirumullaivasal,IN,82.13,clear sky,11.2333,79.8333,AMEEN HOUSE
582,Koumac,NC,75.61,overcast clouds,-20.5667,164.2833,Le Monitel
584,Aljezur,PT,73.13,clear sky,37.3191,-8.8033,Amazigh Hostel
585,Sinnamary,GF,86.7,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
586,Yuzhou,CN,75.2,overcast clouds,34.1628,113.4639,Hancheng Wen Yuan Ge Hotel
588,Linguere,SN,88.9,overcast clouds,15.3953,-15.1193,AYO Casablanca
590,Caravelas,BR,82.0,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
591,Mandera,KE,91.06,overcast clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
592,Tateyama,JP,76.1,broken clouds,34.9833,139.8667,Tateyama Seaside Hotel
593,Price,US,72.66,clear sky,39.5994,-110.8107,National 9 - Price River Inn
596,Bambanglipuro,ID,74.25,overcast clouds,-7.95,110.2833,Puri Brata
597,Quelimane,MZ,74.21,clear sky,-17.8786,36.8883,Hotel Flamingo
600,Kavaratti,IN,80.6,broken clouds,10.5669,72.642,Green leaf
604,Kimbe,PG,76.53,scattered clouds,-5.5502,150.1429,Kimbe Bay Hotel
605,Lompoc,US,86.77,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
606,Inhambane,MZ,70.66,clear sky,-23.865,35.3833,Oceano
608,Surt,LY,85.28,clear sky,31.2089,16.5887,فندق المدينة
610,Mazagao,BR,89.65,clear sky,-0.115,-51.2894,Recanto dos Ferreiras
613,Chabahar,IR,82.18,clear sky,25.2919,60.643,هتل گدروشیا
615,Kinshasa,CD,91.83,broken clouds,-4.3246,15.3215,Star Hotel II
616,Kaoma,ZM,91.04,clear sky,-14.7833,24.8,KAOMA AIRPORT
620,Razole,IN,81.61,broken clouds,16.4833,81.8333,Sterling Palavelli Godavari
621,Takoradi,GH,78.35,light rain,4.8845,-1.7554,Raybow International Hotel
622,Martaban,MM,78.94,overcast clouds,16.5314,97.6111,Lu Wa Gyi Guest House
623,Bad Driburg,DE,80.69,overcast clouds,51.7333,9.0167,Hotel am Rosenberg
625,Zharkent,KZ,75.43,clear sky,44.1628,80.0,гостиница Satti
627,Minab,IR,93.52,clear sky,27.1467,57.0801,Bam campground
628,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
629,Puri,IN,81.12,broken clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
634,Libreville,GA,80.62,scattered clouds,0.3925,9.4537,Le Méridien Re-Ndama
635,Sao Raimundo Nonato,BR,91.99,clear sky,-9.0153,-42.6994,Real Hotel
638,Gunjur,GM,87.87,light rain,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
639,Celle,DE,82.27,broken clouds,52.6226,10.0805,Hotel Borchers
641,Matara,LK,77.14,broken clouds,5.9485,80.5353,Amaloh Boutique Resort
643,Muisne,EC,74.86,overcast clouds,0.6,-80.0333,Quinta Samay
645,Cabadiangan,PH,78.44,overcast clouds,9.7531,122.4739,Kipot
646,Durban,ZA,81.52,clear sky,-29.8579,31.0292,Hilton Durban
647,Yarada,IN,82.72,scattered clouds,17.65,83.2667,Yarada Jungle Beach Resorts
648,Oranjestad,AW,85.95,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
651,Bradley,US,74.32,overcast clouds,35.1501,-84.8666,Howard Johnson by Wyndham Cleveland
653,Baft,IR,77.5,few clouds,29.234,56.6057,Paeez Hotel & restaurant
654,Greeneville,US,76.75,overcast clouds,36.1632,-82.831,General Morgan Inn and Conference Center
655,Pasighat,IN,75.02,overcast clouds,28.0667,95.3333,Siang Guest House
657,Manta,EC,73.18,overcast clouds,-0.95,-80.7333,Balandra Hotel
659,Oriximina,BR,94.28,few clouds,-1.7656,-55.8661,Pousada Tia Amélia
661,Katangi,IN,74.46,overcast clouds,23.45,79.7833,कपिल
662,Leninskoye,KZ,81.54,clear sky,41.7589,69.3864,Қалдыбайдың үйі 🏘️
663,Shache,CN,78.71,clear sky,38.4167,77.2406,Delong Hotel
665,Paris,FR,87.78,clear sky,48.8534,2.3488,Britannique Hotel - Paris Centre
666,Inirida,CO,80.71,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
667,Kelvington,CA,70.41,clear sky,52.1667,-103.5343,Sportsman Motel
668,Carballo,ES,72.43,overcast clouds,43.213,-8.691,Pazo do Souto
670,Teo,ES,73.53,scattered clouds,42.75,-8.5,Casa Rural Paz
671,Jiaozuo,CN,77.9,overcast clouds,35.2397,113.2331,Days Hotel and Suites Jiaozuo
673,Coracao De Jesus,BR,90.46,clear sky,-16.6853,-44.365,Hotel Neves
675,Cavalcante,BR,88.32,clear sky,-13.7975,-47.4583,Pousada Vila dos Ipês
677,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
681,Rio De Janeiro,BR,71.55,light intensity drizzle,-22.9028,-43.2075,Hotel cruz de ouro
683,Cabatuan,PH,77.27,overcast clouds,10.8794,122.486,MVC Transient Room
685,Danville,US,79.29,broken clouds,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
686,Chhata,IN,91.17,clear sky,27.7167,77.5,Raja earth movers
687,Vicuna,CL,78.76,clear sky,-30.0319,-70.7081,Los Mosaicos
688,Ushibuka,JP,81.36,moderate rain,32.1906,130.0228,Hotei
693,Middelburg,ZA,77.2,scattered clouds,-25.7751,29.4648,Oregon Place Guest House
697,Touho,NC,74.12,overcast clouds,-20.7833,165.2333,Auberge Timay Evasion
699,Pyay,MM,78.93,broken clouds,18.8167,95.2167,Shwe Pyi Thar
700,Granger,US,71.06,overcast clouds,41.7481,-86.1257,Red Roof Inn South Bend - Mishawaka
702,Erzincan,TR,88.9,few clouds,39.75,39.5,Eriza Boutique Hotel
703,Cockburn Town,TC,85.96,few clouds,21.4612,-71.1419,Osprey Beach Hotel
705,Mahibadhoo,MV,77.59,moderate rain,3.7833,72.9667,Omadhoo Inn
706,Jega,NG,89.8,overcast clouds,12.2175,4.3792,ALH. Nasiru Ibrahim
708,Akyab,MM,83.73,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
711,Punto Fijo,VE,85.35,overcast clouds,11.6956,-70.1996,Santa Fe Inn Hotel
712,Gigmoto,PH,81.82,overcast clouds,13.7796,124.39,Cj's Travellers Inn
